"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.Investigator.FirstName.1","Award.Investigator.FirstName.2","Award.ProgramElement.Code.1","Award.ProgramElement.Text.1","Award.Investigator.FirstName.3","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramElement.Code.3","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.Investigator.FirstName.4","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Text.5","Award.ProgramElement.Code.7","Award.ProgramElement.Text.6","Award.ProgramElement.Code.8","Award.ProgramElement.Text.7","Award.ProgramElement.Code.9","Award.ProgramElement.Text.8","Award.ProgramElement.Code.10","Award.ProgramElement.Text.9","Award.ProgramElement.Code.11","Award.ProgramElement.Text.10","Award.ProgramElement.Code.12","Award.ProgramElement.Text.11","Award.ProgramElement.Code.13","Award.ProgramElement.Text.12","Award.ProgramElement.Code.14","Award.ProgramElement.Text.13","Award.ProgramElement.Code.15","Award.ProgramElement.Text.14","Award.ProgramElement.Code.16","Award.ProgramElement.Text.15","Award.ProgramElement.Code.17","Award.ProgramElement.Text.16","Award.ProgramElement.Code.18","Award.ProgramElement.Text.17","Award.ProgramElement.Code.19","Award.ProgramElement.Text.18","Award.ProgramElement.Code.20","Award.ProgramElement.Text.19","Award.ProgramElement.Code.21","Award.ProgramElement.Code.22","Award.ProgramElement.Code.23","Award.ProgramElement.Code.24","Award.ProgramElement.Code.25","Award.ProgramElement.Code.26","Award.ProgramElement.Code.27","Award.ProgramElement.Text.20","Award.ProgramElement.Code.28","Award.ProgramElement.Text.21","Award.ProgramElement.Code.29","Award.ProgramElement.Text.22","Award.ProgramElement.Code.30","Award.ProgramElement.Text.23","Award.ProgramElement.Code.31","Award.ProgramElement.Text.24","Award.ProgramElement.Code.32","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6"
"26",26,"Istopic and Geochemical Studies in the Transantarctic MountaIns","11/15/1973","06/30/1977",20000,"Continuing grant",6090300,"Directorate For Geosciences","Division Of Polar Programs","name not available","11/19/1973","02/05/1976",7200459,"Mei","Yang","11/15/1973","Principal Investigator","Ohio State University","Columbus",432101016,6146888735,"Office of Sponsored Programs","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,"Rare Earth Analyses and Geochronology For Dry Valley Drilling Project, Antarctica","10/11/1973","06/30/1978",41000,"Standard Grant",6090300,"Directorate For Geosciences","Division Of Polar Programs","name not available","10/11/1973","07/06/1977",7200470,"Gilbert","Hanson","10/11/1973","Principal Investigator","SUNY at Stony Brook","Stony Brook",117940001,6316329949,"WEST 5510 FRK MEL LIB","United States","New York","NY",5112,"ANTARCTIC EARTH SCIENCES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5122,"EARTH SCIENCES (RESOURCES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,"A Genetic Study of Adaptation in 'belgica Antarctica' (Diptera- Chironomidae)","08/01/1974","01/31/1977",16700,"Standard Grant",6090000,"Directorate For Geosciences","Division Of Polar Programs","name not available","07/26/1974","09/10/1975",7200475,"William","Atchley","08/01/1974","Principal Investigator","Texas Tech University","Lubbock",794091035,8067423884,"349 Administration Bldg","United States","Texas","TX",5111,"ANTARCTIC ORGANISMS & ECOSYST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,"Early Eocene Vertebrate Faunas in Wyoming","09/01/1973","02/29/1976",12900,"Standard Grant",8010207,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","09/06/1973","09/06/1973",7200478,"Donald","Savage","09/01/1973","Principal Investigator","University of California-Berkeley","BERKELEY",947045940,5106428109,"Sponsored Projects Office","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,"1972 Institutional Grants For Science","12/16/1972","10/31/1972",10308,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","12/15/1972","12/31/1973",7201036,"Jeremy","Taylor","12/16/1972","Principal Investigator","University of Massachusetts Amherst","Hadley",10359450,4135450698,"Research Administration Building","United States","Massachusetts","MA",2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,"1972 Institutional Grants For Science","12/16/1972","10/31/1972",12539,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","12/15/1972","12/31/1973",7201064,"Jeremy","Taylor","12/16/1972","Principal Investigator","SUNY College at Oswego","Oswego",131263514,3153122884,"ORSP","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,"Research Initiation For Minority Institution Improvement- Optical Properties For Re (Iv), Os(Iv) and Ir(Iv) in the Sno2 Lattice","08/01/1974","12/31/1976",20700,"Standard Grant",5090000,"Direct For Computer & Info Scie & Enginr","Div Of Advanced Cyberinfrastructure","name not available","10/07/1974","10/07/1974",7201116,"Fred","Reames","08/01/1974","Principal Investigator","Tuskegee University","Tuskegee Institute",360881923,3347278233,"1200 W Montgomery Road","United States","Alabama","AL",1760,"CONDENSED MATTER SCIENCES-RESR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,"Source Book in Applied Mathematics","12/01/1973","05/31/1979",5968,"Standard Grant",5010100,"Direct For Computer & Info Scie & Enginr","Division of Computing and Communication Foundations","name not available","01/28/1976","10/19/1979",7201123,"Merrill","Hartshorn","12/01/1973","Co-Principal Investigator","Mathematical Association of America","Washington",200361358,2023875200,"1529 18th St NW","United States","District of Columbia","DC",NA,NA,"Becker","12/01/1973","Co-Principal Investigator","Capp","12/01/1973","Principal Investigator",NA,NA,NA,NA,NA,NA,"James","Grayson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,"Research Initiation For Minority Institution Improvement - The Mossbauer Effect For Fe57 in Ti02 (Rutile)","08/01/1974","05/31/1977",5900,"Standard Grant",5090000,"Direct For Computer & Info Scie & Enginr","Office of Advanced Cyberinfrastructure (OAC)","name not available","12/13/1974","12/13/1974",7201136,"Thomas","Sandin","08/01/1974","Principal Investigator","North Carolina Agricultural & Technical State University","Greensboro",274110001,3363347995,"1601 E. Market Street","United States","North Carolina","NC",1271,"COMPUTATIONAL MATHEMATICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,"Research Initiation For Minority Institution Improvement","06/01/1974","06/30/1976",20300,"Standard Grant",5090000,"Direct For Computer & Info Scie & Enginr","Office of Advanced Cyberinfrastructure (OAC)","name not available","06/25/1974","03/16/1976",7201137,"Victor","Ablordeppey","06/01/1974","Principal Investigator","Virginia State University","Petersburg",238060001,8045246987,"1 Hayden Drive","United States","Virginia","VA",1543,"GEOPHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,"Research Initiation For Minority Institution ImprovemenT","06/01/1974","02/29/1976",20100,"Standard Grant",5090000,"Direct For Computer & Info Scie & Enginr","Div Of Advanced Cyberinfrastructure","name not available","06/19/1974","06/19/1974",7201140,"Krishniah","Parimi","06/01/1974","Principal Investigator","Tennessee State University","nashville",372091561,6159637631,"3500 John A. Merritt Blvd.","United States","Tennessee","TN",1938,"CHEMICAL INSTRUMENTATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,"Research Initiation For Minority Institution ImprovemenT","06/01/1974","05/31/1975",17000,"Standard Grant",5090000,"Direct For Computer & Info Scie & Enginr","Office of Advanced Cyberinfrastructure (OAC)","name not available","06/21/1974","06/21/1974",7201144,"B.","Woodson","06/01/1974","Principal Investigator","Virginia State University","Petersburg",238060001,8045246987,"1 Hayden Drive","United States","Virginia","VA",1121,"ECOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,"Physical Science Modules For Bioscience Students","01/01/1975","08/31/1978",76620,"Standard Grant",5090000,"Direct For Computer & Info Scie & Enginr","Office of Advanced Cyberinfrastructure (OAC)","name not available","01/16/1975","04/04/1977",7201145,"Robert","Fuller","01/01/1975","Principal Investigator","University of Nebraska-Lincoln","Lincoln",685031435,4024723171,"151 Prem S. Paul Research Center","United States","Nebraska","NE",7220,"ALT IN HIGHER ED - MAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,"Near Surface Circulation Studies in a Coastal Upwelling Environment","11/01/1971","12/31/1976",586300,"Interagency Agreement",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/04/1971","11/24/1975",7201163,"Wilmot","Hess","11/01/1971","Principal Investigator","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","Silver Spring",209103278,NA,"1305 E West hwy 10 FL","United States","Maryland","MD",NA,NA,"Halpern","11/01/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,"Small Ocean Data Station (Sods)","12/15/1971","12/31/1972",250000,"Contract",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","12/15/1971","12/15/1971",7201192,NA,"DATA NOT AVAILABLE","12/15/1971","Principal Investigator","Naval Weapons Center Office of Naval Research","Arlington",22217,NA,"Attn: Code 511, Dept. Of Navy","United States","Virginia","VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,"Undergraduate Research Participation","04/25/1972","03/31/1973",10810,"Interagency Agreement",5020000,"Direct For Computer & Info Scie & Enginr","Div Of Information & Intelligent Systems","name not available","03/31/1972","03/31/1972",7201207,"Glenn","Price","04/25/1972","Principal Investigator","Brookhaven National Laboratory","UPTON",119735000,6313443428,"Building 185","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"Geochemical Ocean Sections Study-Geosecs-Fallout Radionuclides in Oceanic Water Columns","07/01/1972","12/31/1975",234900,"Interagency Agreement",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","04/11/1972","01/17/1975",7201209,"Vaughan","Bowen","07/01/1972","Co-Principal Investigator","Department of Energy Germantown","Washington",20585,NA,NA,"United States","District of Columbia","DC",NA,NA,"Noshkin Jr","07/01/1972","Co-Principal Investigator","Volchok","07/01/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,"Victor","Herbert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,"Seminar on Future of Computing","04/01/1972","03/31/1973",13000,"Interagency Agreement",3040000,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/06/1972","04/06/1972",7201225,"S.","Fernbach","04/01/1972","Principal Investigator","Lawrence Livermore National Laboratory","Livermore",945509234,9254239870,"7000 East Avenue","United States","California","CA",2823,"INTELLIGENT SYSTEMS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,"Aeronomical Research at the Jicamarca Radio Observatory","05/01/1972","05/31/1977",395000,"Interagency Agreement",6020201,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","04/12/1972","06/30/1976",7201232,"Wilmot","Hess","05/01/1972","Principal Investigator","NOAA Environmental Technology Laboratory","Boulder",803053337,3034976588,"325 Broadway","United States","Colorado","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,"Superconducting Electrical Power Transmission System","05/01/1972","12/31/1975",1642000,"Interagency Agreement",1080100,"Office Of The Director","Office of Planning and Assessment","name not available","05/18/1972","07/10/1975",7201237,"E.","Forsyth","05/01/1972","Principal Investigator","Department of Energy Germantown","Washington",20585,NA,NA,"United States","District of Columbia","DC",NA,NA,"Hendrie","05/01/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,"Mid-Ocean Dynamics Experiment (Mode) Density Program","07/01/1972","06/30/1976",847900,"Interagency Agreement",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","06/15/1972","06/11/1975",7201239,"J.","DATA NOT AVAILABLE","07/01/1972","Principal Investigator","NOAA Tropical Atlantic Biological Lab-NMFS","Miami",33149,NA,NA,"United States","Florida","FL",NA,NA,"Crease","07/01/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,"Science Curriculum Improvement Program","06/01/1972","05/31/1974",53400,"Interagency Agreement",5020100,"Direct For Computer & Info Scie & Enginr","Div Of Information & Intelligent Systems","name not available","05/19/1972","05/19/1972",7201240,"Jerome","Duggan","06/01/1972","Principal Investigator","Oak Ridge Associated Universities","OAK RIDGE",378306218,8652412722,"100 ORAU Way","United States","Tennessee","TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,"Initial Development of a New Tunneling and Excavation Technology Based on Rock-Melting","06/01/1972","07/31/1976",2210000,"Interagency Agreement",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","06/06/1972","09/17/1975",7201241,"John","Rowley","06/01/1972","Principal Investigator","Los Alamos Scientific Laboratory","Los Alamos",87544,NA,NA,"United States","New Mexico","NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,"Ecology and Analysis of Trace Contaminants","06/15/1972","06/30/1976",4497885,"Interagency Agreement",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","06/22/1972","12/03/1975",7201243,"William","Fulkerson","06/15/1972","Principal Investigator","Department of Energy Oak Ridge Operations Office","Oak Ridge",378308823,NA,"Federal Building","United States","Tennessee","TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,"Ice Core Drilling, Ice Core Analysis and Geophysical Investigations in Greenland","06/15/1972","06/30/1976",618500,"Interagency Agreement",6090000,"Directorate For Geosciences","Division Of Polar Programs","name not available","06/15/1972","05/30/1975",7201248,"B.","Hansen","06/15/1972","Co-Principal Investigator","Department of Army Cold Regions Research & Engineering Lab","Hanover",37551290,6036464219,"72 Lyme Road","United States","New Hampshire","NH",NA,NA,"Langway","06/15/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,"Isotope-Shift Zeeman Absorption Spectrometer","06/15/1972","03/31/1977",604900,"Interagency Agreement",1080100,"Office Of The Director","Office of Planning and Assessment","name not available","06/23/1972","06/10/1976",7201250,"Tetsuo","Hadeishi","06/15/1972","Principal Investigator","Department of Energy San Francisco Operations Office","Berkeley",94704,NA,NA,"United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,"Study of Chemistry of Atmospheric Particulates By E S C a","08/15/1972","09/30/1977",853337,"Interagency Agreement",7020000,"Directorate For Engineering","Div Of Chem, Bioeng, Env, & Transp Sys","name not available","09/08/1972","04/11/1977",7201254,"Tihomir","Novakov","08/15/1972","Principal Investigator","Department of Energy San Francisco Operations Office","Berkeley",94704,NA,NA,"United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,"High Voltage Transmission Electron Microscopy Study of the Deformation of Rock-Forming Minerals","11/01/1971","06/30/1977",137300,"Standard Grant",6030004,"Directorate For Geosciences","Division Of Earth Sciences","name not available","10/12/1971","11/30/1976",7201277,"S.","Radcliffe","11/01/1971","Co-Principal Investigator","University of California-Davis","Davis",956186134,5307547700,"OR/Sponsored Programs","United States","California","CA",1543,"GEOPHYSICS","Green","11/01/1971","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
