"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.Institution.PhoneNumber","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.ProgramElement.Code.1","Award.Investigator.FirstName.2","Award.Investigator.FirstName.3","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.FirstName.4","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.ProgramElement.Text.1","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.ProgramElement.Code.2","Award.ProgramElement.Code.3","Award.ProgramElement.Text.2","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.ProgramReference.Code.1","Award.ProgramReference.Text.1","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Text.5","Award.ProgramElement.Code.9","Award.ProgramElement.Text.6","Award.ProgramElement.Code.10","Award.ProgramElement.Text.7","Award.ProgramElement.Code.11","Award.ProgramElement.Text.8","Award.ProgramElement.Code.12","Award.ProgramElement.Text.9","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6"
"185",185,"Bioenergetic Mechanisms","12/01/1971","01/31/1977",60000,"Continuing grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","11/19/1971","06/02/1976",7101494,"Mary","Dempsey","12/01/1971","Principal Investigator","University of Minnesota-Twin Cities","Minneapolis",554552070,"200 OAK ST SE","United States","Minnesota","MN",6126245599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,"Energy Transferring Reactions","04/01/1972","09/30/1977",114000,"Continuing grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","12/07/1971","05/20/1976",7101501,"William","Jencks","04/01/1972","Principal Investigator","Brandeis University","WALTHAM",24532728,"415 SOUTH ST MAILSTOP 116","United States","Massachusetts","MA",7817362121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,"Systematic Stem Anatomy of Tropical Monocotyledons","01/01/1972","12/31/1977",78700,"Continuing grant",8010207,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","01/07/1972","07/01/1976",7101509,"Philip","Tomlinson","01/01/1972","Principal Investigator","Fairchild Tropical Garden","Coral Gables",331564296,"10901 Old Cutler Road","United States","Florida","FL",3056671651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",188,"Active Sites of Biopolymers Involved in Nerve Conduction","01/01/1972","12/31/1976",113800,"Standard Grant",8030101,"Direct For Biological Sciences","Division of Behavioral & Neural Sciences","name not available","12/03/1971","04/29/1974",7101510,"Henry","Mautner","01/01/1972","Principal Investigator","Tufts University","Medford",21555807,"20 Professors Row","United States","Massachusetts","MA",6176273417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",189,"Hypothalamic Releasing Factor Biosynthesis","01/01/1972","12/31/1973",50000,"Standard Grant",8030101,"Direct For Biological Sciences","Division of Behavioral & Neural Sciences","name not available","12/02/1971","12/02/1971",7101511,"Jeffrey","McKelvy","01/01/1972","Principal Investigator","University of Connecticut Health Center","Farmington",60321956,"263 Farmington Ave.","United States","Connecticut","CT",8606793951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",190,"Developmental Ultrastructure of Striated Muscle- Cytoskeletal Systems and Myofibril Assembly","01/01/1972","11/30/1976",54000,"Standard Grant",8090100,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","01/05/1972","05/21/1974",7101522,"Jochen","DATA NOT AVAILABLE","01/01/1972","Co-Principal Investigator","University of Miami School of Medicine","Coral Gables",331462926,"1320 S. Dixie Highway Suite 650","United States","Florida","FL",3052843924,NA,NA,"Robert","DATA NOT AVAILABLE","01/01/1972","Co-Principal Investigator","DATA NOT AVAILABLE","01/01/1972","Co-Principal Investigator",NA,NA,NA,"Kummerow","01/01/1972","Co-Principal Investigator",NA,"Warren","01/01/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,"Population Dynamics and Productivity of Natural Populations Of Orconectes Virilis Hagen","02/01/1972","02/28/1977",18000,"Standard Grant",8010208,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","01/12/1972","01/12/1972",7101540,"Walter","Momot","02/01/1972","Principal Investigator","Ohio State University","Columbus",432101016,"Office of Sponsored Programs","United States","Ohio","OH",6146888735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,"Equipment For Research in Molecular Biology","02/15/1972","02/28/1973",70000,"Standard Grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","01/28/1972","01/28/1972",7101546,"Charles","DATA NOT AVAILABLE","02/15/1972","Co-Principal Investigator","Johns Hopkins University","Baltimore",212182608,"3400 N CHARLES ST","United States","Maryland","MD",4105168668,NA,NA,"Jochen","DATA NOT AVAILABLE","02/15/1972","Co-Principal Investigator","Sibley","02/15/1972","Co-Principal Investigator",NA,"Dennis",NA,"Kummerow","02/15/1972","Co-Principal Investigator",NA,"Roseman","02/15/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",193,"Biogenesis of Cellular Membranes","02/15/1972","02/28/1977",44000,"Standard Grant",8070100,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","02/01/1972","02/01/1972",7101550,"John Kenneth","Hoober","02/15/1972","Principal Investigator","Temple University","PHILADELPHIA",191405104,"3340 N. Broad Street","United States","Pennsylvania","PA",2157077379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",194,"Purchase of a Liquid Scintillation System","03/01/1972","02/28/1973",10000,"Standard Grant",8090300,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","02/23/1972","02/23/1972",7101552,NA,"DATA NOT AVAILABLE","03/01/1972","Principal Investigator","University of Wisconsin-Madison","MADISON",537151218,"21 North Park Street","United States","Wisconsin","WI",6082623822,NA,NA,NA,"DATA NOT AVAILABLE","03/01/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,"Genetically Controlled Tumor Formation","07/01/1972","12/31/1977",87500,"Standard Grant",8090300,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","03/14/1972","10/06/1976",7101560,"Ira","Ames","07/01/1972","Principal Investigator","SUNY, Upstate Medical University","Syracuse",132102306,"750 E. Adams Street","United States","New York","NY",3154645476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",196,"Gastrointestinal Controls of Food Intake","04/15/1972","09/30/1976",60100,"Standard Grant",8030101,"Direct For Biological Sciences","Division of Behavioral & Neural Sciences","name not available","03/30/1972","07/17/1975",7101564,"David","Quartermain","04/15/1972","Co-Principal Investigator","University of Pennsylvania","Philadelphia",191046205,"Research Services","United States","Pennsylvania","PA",2158987293,NA,NA,"Harry","Kissileff","04/15/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",197,"Hypothalamic Control of the Anterior Pituitary","08/01/1972","06/30/1978",90000,"Standard Grant",8090300,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","04/17/1972","01/04/1978",7101568,"Wesley","Hymer","08/01/1972","Principal Investigator","Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,"110 Technology Center Building","United States","Pennsylvania","PA",8148651372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",198,"Relative Reinforcement in Aversive Situations- Analysis of Positive and Negative Components","06/01/1972","08/31/1977",30000,"Standard Grant",8090200,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","05/19/1972","02/04/1977",7101571,"Pietro","Badia","06/01/1972","Principal Investigator","Bowling Green State University","Bowling Green",434030230,"400 E. Poe Rd.","United States","Ohio","OH",4193722481,1160,"IBN ANIMAL BEHAVIOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",199,"Vein Loading and Translocation of Sugars in Higher Plants","06/01/1972","10/31/1977",39800,"Standard Grant",8090300,"Direct For Biological Sciences","Division Of Integrative Organismal Systems","name not available","04/20/1972","04/20/1972",7101572,"Donald","Geiger","06/01/1972","Principal Investigator","University of Dayton","DAYTON",454690104,"300 COLLEGE PARK AVE","United States","Ohio","OH",9372292919,1141,"PHYSIOLOG & STRUCTURAL SYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,"Stimulation of Rna Synthesis By Ribosomal Protein","05/15/1972","04/30/1977",45000,"Standard Grant",8070100,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","04/24/1972","04/24/1972",7101573,"Daisuke","Nakada","05/15/1972","Principal Investigator","University of Pittsburgh","Pittsburgh",152132303,"University Club","United States","Pennsylvania","PA",4126247400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",201,"Morphogenetic Control During Amphibian Limb Regeneration","06/01/1972","02/28/1977",14900,"Standard Grant",8090100,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","05/02/1972","05/02/1972",7101579,"David","Stocum","06/01/1972","Principal Investigator","University of Illinois at Urbana-Champaign","CHAMPAIGN",618207473,"SUITE A","United States","Illinois","IL",2173332187,1111,"DEVELOPMENTAL SYSTEMS CLUSTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",202,"Defective Particles in Virus Infection","06/01/1972","11/30/1976",100000,"Standard Grant",8070100,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","05/04/1972","05/17/1974",7101580,"Kevin","Reichley","06/01/1972","Principal Investigator","University of Illinois at Urbana-Champaign","CHAMPAIGN",618207473,"SUITE A","United States","Illinois","IL",2173332187,1112,"Genetic Mechanisms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",203,"Genetic Transformation With Cultured Plant Cell Mutants","07/01/1972","06/30/1977",34000,"Standard Grant",8070100,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","05/22/1972","09/01/1973",7101585,"Jack","Widholm","07/01/1972","Principal Investigator","University of Illinois at Urbana-Champaign","CHAMPAIGN",618207473,"SUITE A","United States","Illinois","IL",2173332187,1112,"Genetic Mechanisms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",204,"Comparative Physiology of Temperature Adapation","09/01/1972","02/28/1977",62400,"Continuing grant",8090300,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","07/28/1972","07/24/1975",7101587,"C.Ladd","Prosser","09/01/1972","Principal Investigator","University of Illinois at Urbana-Champaign","CHAMPAIGN",618207473,"SUITE A","United States","Illinois","IL",2173332187,1141,"PHYSIOLOG & STRUCTURAL SYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",205,"Acoustic Communication in Lycosid Spiders","09/15/1972","02/28/1977",25500,"Standard Grant",8090200,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","08/09/1972","07/15/1974",7101589,"Jerome","Rovner","09/15/1972","Principal Investigator","Ohio University","ATHENS",457012979,"108 CUTLER HL","United States","Ohio","OH",7405932857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",206,"Metabolic Regulation and Pathogenesis in Protozoans","10/15/1972","09/30/1977",86700,"Standard Grant",8090300,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","09/27/1972","03/12/1975",7101597,"J.","Marr","10/15/1972","Principal Investigator","Washington University School of Medicine","Saint Louis",631304862,"Campus Box 1054","United States","Missouri","MO",3147474134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",207,"Procurement of Five (5) Nike Boosters For Use in Kpno's AerObee Rocket Program (C400)","08/01/1970","07/31/1971",20000,"Interagency Agreement",3020100,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available","09/08/1970","09/08/1970",7101598,"Jeremy","Taylor","08/01/1970","Principal Investigator","Department of Army Missile Command","Huntsville",35808,NA,"United States","Alabama","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",208,"Payroll Tape Conversion","08/13/1970","08/31/1973",2500,"Interagency Agreement",2030000,"Office Of Information & Resource Mgmt",NA,"name not available","08/13/1970","07/01/1972",7101599,"Jeremy","Taylor","08/13/1970","Principal Investigator","Department of Transportation Federal Highways Administration","Washington",20590,NA,"United States","District of Columbia","DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",209,"Analysis of Structure and Function of the Tundra Ecosystem","04/01/1971","12/31/1979",191500,"Interagency Agreement",6090000,"Directorate For Geosciences","Division Of Polar Programs","name not available","05/14/1971","05/15/1979",7101601,"Jerry","Brown","04/01/1971","Principal Investigator","Department of Army Cold Regions Research & Engineering Lab","Hanover",37551290,"72 Lyme Road","United States","New Hampshire","NH",6036464219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,"Pilot Demonstration Project of Technology Application From Aerospace From the Aerospace Industry to City Management","07/01/1971","06/30/1973",269100,"Interagency Agreement",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","06/15/1971","08/02/1972",7101605,"Robert","DATA NOT AVAILABLE","07/01/1971","Co-Principal Investigator","National Aeronautics and Space Administration","Washington",205460002,"300 E St SW","United States","District of Columbia","DC",2023580472,NA,NA,"Richard","DATA NOT AVAILABLE","07/01/1971","Co-Principal Investigator","Diehl","07/01/1971","Co-Principal Investigator",NA,"John",NA,"MacNeish","07/01/1971","Principal Investigator",NA,"Bradbury","07/01/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",211,"Interagency Agreement For Support of an Analysis of Residential Electrical Power Consumption Optimization","06/01/1971","12/29/1973",107800,"Interagency Agreement",1080100,"Office Of The Director","Office of Planning and Assessment","name not available","06/29/1971","06/27/1972",7101606,"Jeremy","Taylor","06/01/1971","Principal Investigator","Department of Housing and Urban Development","Washington",20410,NA,"United States","District of Columbia","DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",212,"Amendment of Interagency Agreement Nsf Ca61","07/01/1971","09/30/1991",178501,"Contract Interagency Agreement",2090000,"Office Of Information & Resource Mgmt","Division Of Information Systems","name not available","07/01/1971","09/28/1990",7101607,"Robert","Brunnelle","07/01/1971","Principal Investigator","National Institutes of Health","Washington",20014,NA,"United States","District of Columbia","DC",NA,609,"SCIENTIFIC & TECHNICAL PERSONN",NA,NA,NA,NA,NA,NA,NA,8830,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NASA-S BAND RADAR PROGRAM",111000,"Science Policy",99,"Other Sciences NEC",99,"Other Applications NEC",8990,9170,"NSF PLANNING & EVALUATION",9143,"DIRECTOR'S PROJECTS",9170,"NSF PLANNING & EVALUATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,"Task Order For Planning Development For U. S. ParticipatIon in Proposed Center For Study of Problems of Advanced Societies","08/01/1970","06/30/1972",46200,"BOA/Task Order",1090000,"Office Of The Director","Office Of Internatl Science &Engineering","name not available","08/26/1970","03/16/1972",7101609,"Louise","Marshall","08/01/1970","Co-Principal Investigator","National Academy of Sciences","Washington",200012721,"500 FIFTH STREET NW","United States","District of Columbia","DC",2023342254,5960,"INTL COOP ENERGY PROGRAMS","John","Bradbury","08/01/1970","Co-Principal Investigator","DATA NOT AVAILABLE","08/01/1970","Principal Investigator",NA,NA,NA,"DATA NOT AVAILABLE","08/01/1970","Co-Principal Investigator",NA,"DATA NOT AVAILABLE","08/01/1970","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",214,"Task Order For Partial Support of the Committee For International Environmental Programs","12/01/1970","11/30/1978",432385,"BOA/Task Order",1090000,"Office Of The Director","Office Of Internatl Science &Engineering","name not available","12/29/1970","04/28/1978",7101610,"Theodore","Schad","12/01/1970","Principal Investigator","National Academy of Sciences","Washington",200012721,"500 FIFTH STREET NW","United States","District of Columbia","DC",2023342254,0,"POP & COMMUNITY ECOL CLUSTER",NA,NA,NA,NA,NA,NA,NA,1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WATER RES, URBAN & ENVIRN",NA,NA,NA,NA,NA,NA,1435,1500,"ENVIRONMENTAL SCIENCES-RESERVE",NA,NA,NA,NA,1520,"COMPUTING FACILITIES",1542,"GEOLOGY",2382,2517,5504,"RESOURCE SYSTEMS",5523,"COMMUNITY WATER MANAGEMENT",5525,"LAND USE POLICY",5920,"ITALY",5970,"SCIENTIFIC ORGS & RESOURCES PR",NA,NA,NA,NA,NA,NA
"215",215,"Task Order For U.S. Committee For the Global Atmospheric Research Program","01/01/1971","04/30/1979",1238392,"BOA/Task Order",6020102,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","02/11/1971","07/17/1979",7101611,"J. Michael","Hall","01/01/1971","Principal Investigator","National Research Council","WASHINGTON",204180006,"2101 CONSTITUTION AVE NW","United States","District of Columbia","DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",216,"Contract For Coding, Processing, and Tabulation of Data Resulting From the Survey of Doctoral Employment - 1970-71","12/15/1970","12/31/1970",18800,"BOA/Task Order",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","02/05/1971","02/05/1971",7101612,"Lindsey","Harmon","12/15/1970","Principal Investigator","National Academy of Sciences","Washington",200012721,"500 FIFTH STREET NW","United States","District of Columbia","DC",2023342254,8800,"SCIENCE RESOURCES STATISTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",217,"T.O. For Amer to Attend 13th Intl Cong&Gen Assemb of the DivOf Hist of Sci, Moscow, Russ,&The 4th Intl Cong&Gen Assemb Of the Div of Logic, Method& Philos of Sci, Buchar, Rum 8/1","02/05/1971","02/29/1972",18540,"BOA/Task Order",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","02/05/1971","02/05/1971",7101613,"Louise","Marshall","02/05/1971","Co-Principal Investigator","National Academy of Sciences","Washington",200012721,"500 FIFTH STREET NW","United States","District of Columbia","DC",2023342254,5931,"INTERNATIONAL INFO & ANALYSIS","John","Bradbury","02/05/1971","Co-Principal Investigator","DATA NOT AVAILABLE","02/05/1971","Principal Investigator",NA,NA,NA,"DATA NOT AVAILABLE","02/05/1971","Co-Principal Investigator",NA,"DATA NOT AVAILABLE","02/05/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",218,"Symposium on Pest Control Strategies For the Future","02/15/1971","02/29/1972",4000,"BOA/Task Order",8000000,"Direct For Biological Sciences","Direct For Biological Sciences","name not available","02/11/1971","02/11/1971",7101614,"Michael","Decarlo","02/15/1971","Principal Investigator","National Academy of Engineering","Washington",204180007,"2101 Constitution Ave NW","United States","District of Columbia","DC",2023938100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
